d1,d2,lat,lon,delta1,delta2,CNN1,CNN2
9.646557,13.155602,53.342121,-6.249302,11.588753,13.858227,0.945873,0.756597
17.491772,14.174330,53.341965,-6.253982,17.019675,10.958604,0.758621,0.878210
13.389274,5.035525,53.342168,-6.247116,13.765411,4.236558,0.647094,0.871415
17.551540,17.368017,53.341938,-6.250664,16.772966,13.028359,0.776138,0.941940
18.546903,4.144510,53.342148,-6.251065,23.498939,4.882566,0.909836,0.798338
9.346833,17.007405,53.341982,-6.251999,11.205919,19.427769,0.852137,0.892984
14.303786,11.335713,53.342184,-6.250605,14.309364,8.908148,0.989066,0.978408
13.516741,9.991360,53.342192,-6.250589,14.944990,8.908148,0.781505,0.978408
12.645477,16.606698,53.342068,-6.254398,14.275854,18.072661,0.987033,0.818859
16.898285,14.900133,53.342142,-6.254815,18.435450,14.526781,0.998088,0.761232
11.166950,14.823411,53.341990,-6.253966,10.958604,13.334959,0.878210,0.850692
6.960180,12.066620,53.342110,-6.262673,7.563414,12.838777,0.988220,0.947831
18.426309,15.567912,53.342140,-6.262314,17.029968,12.787464,0.733955,0.960688
13.160611,3.877393,53.342202,-6.261217,16.095178,6.990779,0.806143,0.930520
13.035833,17.632944,53.342201,-6.261217,16.095178,17.309997,0.806143,0.919080
8.899442,5.049379,53.342152,-6.251054,11.822993,4.882566,0.956268,0.798338
5.420805,12.557530,53.342125,-6.249297,7.752830,13.858227,0.901939,0.756597
4.321940,16.291914,53.342149,-6.251063,4.882566,17.054506,0.798338,0.988572
18.481698,16.424368,53.342059,-6.254422,18.072661,17.917909,0.818859,0.686905
3.419024,15.439852,53.342162,-6.247138,4.236558,14.927097,0.871415,0.902966
17.755195,8.393765,53.342204,-6.246934,17.572141,7.517851,0.997164,0.990422
17.734819,15.075024,53.342204,-6.246934,17.572141,17.116711,0.997164,0.782656
4.620283,10.395921,53.342190,-6.250594,7.931427,8.908148,0.873654,0.978408
3.824284,17.551452,53.342202,-6.261217,6.990779,17.309997,0.930520,0.919080
16.266291,22.928488,53.342034,-6.254383,15.743089,20.476627,0.806611,0.763036
11.868478,15.400726,53.342247,-6.262662,12.050937,15.834805,0.717024,0.933710
9.870694,6.644907,53.342225,-6.262405,11.082251,6.816440,0.943067,0.798130
16.875742,7.970464,53.342326,-6.262567,16.919456,7.495837,0.886968,0.845061
19.937813,7.146201,53.342353,-6.262482,18.990540,8.922531,0.997648,0.986139
13.121788,13.709991,53.342150,-6.262336,14.096456,12.787464,0.964959,0.960688
8.430995,15.056492,53.342204,-6.246934,7.517851,17.116711,0.990422,0.782656
7.192640,8.866162,53.342225,-6.262397,6.816440,11.464744,0.798130,0.950523
15.084857,6.652188,53.342355,-6.262476,16.727436,8.922531,0.934730,0.986139
12.582382,8.310006,53.342327,-6.262572,11.756029,7.495837,0.736566,0.845061
9.957967,14.195815,53.342251,-6.262646,6.079808,15.834805,0.913492,0.933710
5.424919,10.958992,53.342188,-6.247136,6.569057,11.746004,0.930273,0.770021
11.158648,9.051423,53.342343,-6.246995,11.218008,10.396153,0.997916,0.812550
15.625204,14.912580,53.342166,-6.247138,13.673683,14.927097,0.865272,0.902966
12.446335,9.288380,53.342384,-6.258773,11.294448,9.612423,0.920613,0.958466
10.029768,20.133434,53.342349,-6.246986,10.396153,23.639823,0.812550,0.914504
11.773039,13.313611,53.342181,-6.247140,11.746004,14.927097,0.770021,0.902966
5.549060,7.981339,53.342349,-6.262492,8.748383,8.922531,0.989402,0.986139
6.556034,9.846297,53.342304,-6.262353,6.142562,8.264984,0.928231,0.920524
7.086499,12.940724,53.342324,-6.262554,7.495837,8.922531,0.845061,0.986139
14.202912,20.843449,53.342275,-6.255175,15.919887,19.353521,0.500000,0.961524
11.756219,9.773718,53.342436,-6.261036,10.231940,11.282674,0.923464,0.918933
6.177737,14.133905,53.342366,-6.247366,6.534516,12.075103,0.990948,0.942519
6.136035,5.093107,53.342407,-6.263322,5.877596,8.740347,0.792428,0.945662
4.178774,11.311082,53.342369,-6.258789,4.515827,9.612423,0.995081,0.958466
1.952048,12.032654,53.342373,-6.247396,0.091604,12.075103,0.884869,0.942519
13.812664,5.501033,53.342513,-6.262383,13.304888,3.579912,0.953711,0.969661
13.737001,8.781570,53.342512,-6.262383,13.304888,10.773328,0.953711,0.808805
12.626703,19.233551,53.342466,-6.262253,12.612823,19.197902,0.982316,0.500000
5.945162,13.690682,53.342442,-6.256425,4.754217,13.069080,0.845302,0.860967
6.853940,18.899254,53.342416,-6.256346,7.000661,21.888762,0.745193,0.903114
18.796039,6.627266,53.342558,-6.256453,18.322947,7.128768,0.966594,0.947841
17.589040,17.785445,53.342425,-6.247829,17.672709,18.143989,0.974617,0.867142
4.029755,11.311761,53.342427,-6.261054,7.593417,11.282674,0.802353,0.918933
10.305097,10.156123,53.342500,-6.247695,9.962522,10.376616,0.827419,0.925772
6.932056,12.719537,53.342407,-6.250271,4.851102,12.587098,0.931092,0.956659
7.065829,9.325485,53.342498,-6.247707,6.911738,10.376616,0.997006,0.925772
9.281755,16.447556,53.342432,-6.247812,10.364435,18.143989,0.987673,0.867142
13.250646,18.607565,53.342511,-6.248808,14.336641,19.379366,0.661112,0.770548
1.918885,16.265539,53.342458,-6.256414,2.088161,16.753046,0.876115,0.831770
5.969551,17.800505,53.342426,-6.256342,1.350245,21.888762,0.967927,0.903114
5.440889,8.734021,53.342512,-6.262382,3.579912,10.773328,0.969661,0.808805
5.486567,19.639196,53.342462,-6.262254,6.895925,19.197902,0.888533,0.500000
7.462115,20.036653,53.342413,-6.247856,8.147936,18.143989,0.990635,0.867142
11.674022,4.398960,53.342503,-6.247673,10.376616,3.097202,0.925772,0.954309
13.303496,19.104346,53.342613,-6.260903,13.041426,18.868499,0.925145,0.644341
18.842639,6.734003,53.342619,-6.248199,20.042110,6.041831,0.941951,0.964378
18.487404,15.667070,53.342486,-6.247704,18.371016,16.813361,0.948032,0.500000
7.785534,15.127707,53.342590,-6.247620,6.838125,15.196524,0.810733,0.999440
17.949901,14.745874,53.342656,-6.247757,18.770241,15.177236,0.892868,0.500000
14.642361,13.945264,53.342575,-6.247413,12.174987,14.341877,0.959978,0.747269
19.275597,16.704163,53.342542,-6.247325,20.108072,16.024433,0.984670,0.885819
14.587127,5.621005,53.342555,-6.248335,13.748636,8.358477,0.955009,0.977422
10.631871,15.134352,53.342525,-6.256474,8.327822,15.923352,0.919562,0.927495
10.007693,7.487818,53.342640,-6.247048,8.000029,10.324096,0.986965,0.970919
10.146658,11.839962,53.342508,-6.248789,10.289648,11.790984,0.844303,0.766572
14.055791,4.157406,53.342648,-6.249059,13.592552,1.704085,0.990109,0.984281
9.067776,17.975346,53.342477,-6.262250,12.768610,19.197902,0.878881,0.500000
11.541923,10.559466,53.342661,-6.262279,11.574484,9.739359,0.748506,0.980084
6.332440,8.818841,53.342625,-6.248170,5.208843,6.041831,0.862731,0.964378
9.266022,23.388622,53.342646,-6.248782,8.925646,21.929821,0.849865,0.990768
12.930684,16.259411,53.342659,-6.249054,11.467075,15.390985,0.998564,0.941543
14.457781,8.803130,53.342650,-6.248695,15.051031,9.055665,0.901717,0.995460
3.908650,14.852412,53.342592,-6.247617,3.226663,15.196524,0.925284,0.999440
10.191371,14.216606,53.342573,-6.247411,8.526627,14.341877,0.809447,0.747269
15.392480,15.972077,53.342732,-6.247511,14.294506,16.664537,0.680255,0.868120
15.307281,11.475175,53.342732,-6.247511,14.294506,11.887329,0.680255,0.958107
18.568626,1.896661,53.342750,-6.247670,17.153424,3.469635,0.934650,0.919555
16.109397,14.314315,53.342544,-6.247334,16.024433,12.671731,0.885819,0.991690
6.340625,11.227839,53.342549,-6.248340,8.358477,13.917735,0.977422,0.978295
18.322758,11.878259,53.342561,-6.248563,16.187809,11.718414,0.976145,0.944442
14.636626,8.949363,53.342733,-6.250272,16.960601,8.356215,0.796143,0.982827
13.882222,17.577544,53.342546,-6.247328,12.671731,15.588472,0.991690,0.939432
16.388172,11.202284,53.342695,-6.247353,16.887678,11.608641,0.961542,0.969459
18.305840,12.818783,53.342584,-6.247422,18.837125,14.341877,0.934137,0.747269
10.893202,15.616403,53.342521,-6.256470,7.128768,15.923352,0.947841,0.927495
6.687649,13.935255,53.342662,-6.249089,1.704085,15.390985,0.984281,0.941543
17.524052,2.717470,53.342663,-6.248754,18.115870,3.960714,0.865663,0.915296
19.964538,7.484238,53.342636,-6.248710,19.142802,7.308324,0.984487,0.878724
6.500752,7.009776,53.342688,-6.248466,4.490970,4.571826,0.840177,0.924278
6.760333,17.025321,53.342691,-6.248468,4.490970,15.819946,0.840177,0.892576
12.350780,12.463909,53.342556,-6.248563,14.457173,11.718414,0.906143,0.944442
4.699162,9.852986,53.342665,-6.262270,5.483642,9.739359,0.949197,0.980084
17.672109,10.231600,53.342619,-6.256830,17.621121,9.404180,0.926642,0.965022
5.971713,7.396148,53.342701,-6.247348,7.285507,8.067289,0.978843,0.919251
10.801417,13.753709,53.342577,-6.247415,10.068024,14.341877,0.973346,0.747269
15.814215,11.623682,53.342731,-6.247509,16.664537,11.887329,0.868120,0.958107
11.033854,4.248048,53.342758,-6.260764,7.921039,4.091370,0.814626,0.900053
13.990866,23.665767,53.342583,-6.260949,10.101635,18.868499,0.988359,0.644341
7.593615,17.673125,53.342690,-6.248458,4.571826,15.819946,0.924278,0.892576
14.738874,7.023615,53.342652,-6.248786,13.894761,7.744508,0.615589,0.881327
17.956388,9.694494,53.342839,-6.248784,18.849935,8.035513,0.956089,0.964930
10.092833,8.951541,53.342631,-6.256831,8.427106,9.404180,0.973146,0.965022
4.136050,3.894344,53.342719,-6.247506,3.576873,2.221596,0.995367,0.970629
6.658843,7.500610,53.342740,-6.250253,7.029469,8.356215,0.500000,0.982827
8.351832,15.853914,53.342643,-6.248798,7.744508,15.868034,0.881327,0.707144
15.458603,10.504088,53.342835,-6.248794,14.432952,8.035513,0.736498,0.964930
11.021199,17.384820,53.342612,-6.256830,9.404180,18.403481,0.965022,0.515350
16.920548,10.395842,53.342683,-6.257088,17.358492,9.020778,0.895240,0.868600
17.022145,17.118844,53.342683,-6.257090,17.358492,15.845538,0.895240,0.976797
3.494685,12.411032,53.342763,-6.247659,3.469635,12.564826,0.919555,0.825829
10.002508,15.171316,53.342651,-6.247739,11.032576,14.488348,0.908181,0.948547
6.258309,5.631925,53.342768,-6.247761,13.450141,12.564826,0.999316,0.825829
5.918070,16.201492,53.342765,-6.260786,4.091370,16.086186,0.900053,0.821962
8.814321,9.653117,53.342692,-6.257070,9.020778,7.716715,0.868600,0.955023
16.564277,15.696491,53.342678,-6.248038,11.880670,14.194012,0.836416,0.990617
7.743980,9.124122,53.342842,-6.248777,6.607973,8.035513,0.514356,0.964930
24.455195,7.073356,53.342784,-6.257594,23.679920,4.157186,0.500000,0.966706
10.463461,18.551460,53.342896,-6.260541,8.353606,14.649465,0.998374,0.959257
14.900246,3.397702,53.342935,-6.260792,15.333195,6.363438,0.849975,0.974165
3.376976,12.376932,53.342822,-6.257654,5.072211,14.087035,0.858771,0.704587
14.405232,21.211891,53.342758,-6.257460,14.003622,17.310223,0.956507,0.994740
10.966075,15.571223,53.342800,-6.257508,7.490422,17.310223,0.832652,0.994740
13.233094,6.366808,53.342942,-6.249954,11.954737,8.118751,0.939085,0.917168
13.235472,10.894419,53.342942,-6.249954,11.954737,10.458567,0.939085,0.973199
9.443342,3.145438,53.342929,-6.260957,8.992203,2.887580,0.989927,0.969403
9.335257,11.764931,53.342929,-6.260956,8.992203,12.461140,0.989927,0.912551
19.381873,10.064286,53.343043,-6.261006,18.579582,9.699247,0.808710,0.962017
16.463852,6.985835,53.342943,-6.261060,16.318960,7.702859,0.951189,0.855321
7.993906,17.869421,53.342886,-6.262850,9.268200,17.791753,0.997970,0.874283
15.713050,5.531812,53.342993,-6.262770,16.819284,4.718269,0.835540,0.868922
6.369085,10.896334,53.342942,-6.249954,8.118751,10.458567,0.917168,0.973199
15.744588,12.934550,53.342885,-6.257997,14.938337,16.345076,0.663524,0.978719
3.077873,11.623895,53.342929,-6.260957,2.887580,12.461140,0.969403,0.912551
11.112261,7.942106,53.343052,-6.261010,9.699247,9.159556,0.962017,0.829648
8.593924,13.164823,53.342939,-6.261084,7.702859,14.892777,0.855321,0.888609
15.068627,16.991524,53.343043,-6.261133,13.744022,17.227471,0.861581,0.974140
10.746777,3.585854,53.343065,-6.248600,14.037136,2.802881,0.792846,0.828876
4.116822,8.276093,53.343033,-6.261108,1.155101,9.176777,0.939071,0.922402
16.521722,6.998953,53.342978,-6.261469,14.536875,5.726254,0.860917,0.965904
7.410445,5.159287,53.342991,-6.261485,8.118767,5.726254,0.913832,0.965904
19.224771,13.254469,53.343098,-6.261646,14.135235,12.998679,0.908785,0.865716
4.358261,10.297896,53.343066,-6.263429,1.098525,8.500577,0.961505,0.880510
4.213567,13.183487,53.342998,-6.261493,5.726254,12.331654,0.965904,0.995695
8.934312,6.011124,53.343083,-6.261630,7.833617,3.748089,0.881502,0.966298
12.453711,5.885760,53.342987,-6.261704,11.150751,6.773664,0.899003,0.962798
11.810703,10.689823,53.342972,-6.258329,16.057931,9.921284,0.981956,0.996044
19.045856,10.057834,53.343208,-6.249995,19.058436,10.008121,0.832498,0.935917
19.120942,10.114188,53.343209,-6.249995,19.058436,11.481262,0.832498,0.968993
19.069410,15.843626,53.343208,-6.249995,19.058436,15.637632,0.832498,0.987979
5.444949,10.896389,53.342991,-6.261702,6.773664,9.782293,0.962798,0.985758
9.540351,16.552563,53.343109,-6.261600,3.748089,12.998679,0.966298,0.865716
12.306589,4.111322,53.343021,-6.261863,14.074467,4.606008,0.914941,0.710119
9.654267,20.505302,53.343066,-6.262784,8.945412,18.975528,0.707001,0.655145
12.809523,5.165658,53.343088,-6.262748,13.533094,4.414617,0.953271,0.972246
4.455857,18.201157,53.343076,-6.262803,5.134325,16.986670,0.919688,0.999673
4.426848,16.338567,53.343003,-6.262769,4.718269,13.657257,0.868922,0.902219
7.099945,5.434581,53.343105,-6.262741,4.414617,5.100967,0.972246,0.919716
17.406399,19.806577,53.343075,-6.262791,16.986670,19.591913,0.999673,0.894912
16.528516,10.408134,53.342959,-6.262189,15.808878,9.628524,0.996895,0.884111
15.566424,6.946478,53.343005,-6.262167,15.504655,8.877958,0.968348,0.982212
3.415301,8.437421,53.343073,-6.262216,3.826617,6.042319,0.994814,0.999615
7.232186,15.183169,53.343003,-6.262164,8.877958,18.785699,0.982212,0.813283
7.324070,18.537177,53.342985,-6.262205,9.628524,18.785699,0.884111,0.813283
4.698096,10.808647,53.343070,-6.248615,2.802881,12.559672,0.828876,0.500000
5.722982,19.118304,53.343008,-6.261876,4.606008,21.991444,0.710119,0.908394
7.496782,18.470147,53.343071,-6.262202,6.042319,19.344912,0.999615,0.974791
13.868264,9.225995,53.343199,-6.262048,11.254054,9.302736,0.989731,0.944946
14.622032,18.114526,53.343072,-6.262197,13.081260,19.344912,0.976681,0.974791
10.139433,10.141972,53.343209,-6.249995,10.008121,11.481262,0.935917,0.968993
10.078213,15.851825,53.343208,-6.249995,10.008121,15.637632,0.935917,0.987979
4.742282,11.442752,53.343113,-6.248429,3.850478,10.285982,0.933351,0.937688
5.720395,8.899032,53.343202,-6.262045,2.037926,9.302736,0.956008,0.944946
9.023745,11.183428,53.343197,-6.249708,8.570163,10.119802,0.819263,0.994857
10.039713,15.755622,53.343209,-6.249994,11.481262,15.637632,0.968993,0.987979
16.863292,14.104023,53.343330,-6.249704,14.377765,12.944778,0.984117,0.999723
16.676091,11.073391,53.343279,-6.249627,12.987713,9.408132,0.885217,0.632401
2.759543,26.409974,53.343203,-6.259044,6.276087,15.117618,0.916483,0.721885
5.348631,11.330077,53.343199,-6.248355,2.369880,9.357531,0.953566,0.675359
3.232572,19.124697,53.343235,-6.262600,1.973951,18.246863,0.954434,0.991082
5.758848,5.494550,53.343302,-6.259149,7.965249,5.358470,0.522542,0.963447
8.232089,13.518997,53.343335,-6.249703,8.778016,12.944778,0.742781,0.999723
4.804417,12.815992,53.343304,-6.259159,5.358470,15.117618,0.963447,0.721885
6.260490,8.528701,53.343329,-6.259320,5.358528,9.439063,0.786754,0.967612
14.874071,5.284071,53.343515,-6.248265,13.308448,8.431825,0.766638,0.857498
14.820700,7.658340,53.343515,-6.248265,13.308448,8.576020,0.766638,0.798523
20.457653,9.883458,53.343223,-6.262599,18.246863,14.010248,0.991082,0.966510
9.885850,20.470434,53.343473,-6.249835,5.232260,22.867153,0.686209,0.844370
5.245533,7.632165,53.343515,-6.248265,8.431825,8.576020,0.857498,0.798523
7.408092,11.055859,53.343511,-6.259369,6.707800,5.390505,0.969367,0.982885
7.788995,20.458222,53.343512,-6.259374,6.707800,20.296194,0.969367,0.991637
13.945957,7.775286,53.343644,-6.261745,13.769310,8.248542,0.997335,0.983095
18.769772,9.773311,53.343724,-6.248150,14.694811,9.564373,0.746183,0.987552
5.196518,10.690951,53.343569,-6.259160,6.218410,10.677603,0.845327,0.988920
13.372331,9.051726,53.343675,-6.259342,13.764457,10.601989,0.844966,0.950059
13.546587,13.062273,53.343676,-6.259344,13.764457,13.984967,0.844966,0.994245
7.643630,8.374047,53.343644,-6.261736,4.388375,8.248542,0.979976,0.983095
14.704208,17.849983,53.343675,-6.261574,15.097734,17.591747,0.955306,0.617533
13.164887,4.092649,53.343607,-6.262223,11.575869,3.701749,0.920465,0.964282
7.528342,7.064963,53.343682,-6.261545,10.307823,6.152442,0.820293,0.925836
4.607913,12.043979,53.343605,-6.262216,3.701749,15.154767,0.964282,0.840525
14.047129,5.476648,53.343742,-6.262188,14.463680,6.676684,0.885312,0.828948
9.402102,13.220855,53.343548,-6.259149,4.838818,10.677603,0.758607,0.988920
14.869490,14.016527,53.343671,-6.259355,14.177080,13.984967,0.919938,0.994245
10.514660,17.466379,53.343730,-6.248154,9.564373,19.239487,0.987552,0.891838
9.264741,17.218337,53.343644,-6.261723,8.248542,17.022446,0.983095,0.979022
9.289024,13.242515,53.343675,-6.259346,10.601989,13.984967,0.950059,0.994245
18.316513,17.204807,53.343825,-6.249671,18.104558,13.935261,0.963522,0.801418
6.377741,15.198605,53.343681,-6.261535,6.152442,17.591747,0.925836,0.617533
20.662256,10.794123,53.343792,-6.247247,19.856584,9.798100,0.691724,0.923600
6.960155,14.203551,53.343750,-6.262171,6.676684,17.668122,0.828948,0.661388
7.489281,14.079231,53.343768,-6.247216,9.798100,16.020126,0.923600,0.938852
17.511313,16.334714,53.343835,-6.261142,17.158643,15.260747,0.989821,0.962123
14.745044,7.727057,53.343720,-6.247514,14.088059,7.347078,0.547426,0.920668
8.039083,20.330574,53.343813,-6.249631,8.837949,18.535362,0.935221,0.802610
9.590494,5.541957,53.343837,-6.261129,14.662187,3.264611,0.911307,0.949374
9.474527,15.534752,53.343836,-6.261130,14.662187,15.260747,0.911307,0.962123
9.198833,19.319935,53.343710,-6.247528,7.347078,13.740718,0.920668,0.976500
9.356510,6.815502,53.343754,-6.262182,9.795632,3.985779,0.500000,0.975426
5.419995,15.385721,53.343837,-6.261128,3.264611,15.260747,0.949374,0.962123
14.914117,11.188452,53.343888,-6.262004,9.658838,9.140958,0.991263,0.965659
19.129978,2.547200,53.343932,-6.262404,20.852326,2.086716,0.966478,0.935180
10.639222,14.433568,53.343911,-6.247938,9.679860,15.419112,0.902661,0.961415
14.359777,17.989146,53.343718,-6.247542,10.168263,13.740718,0.975148,0.976500
13.892151,6.023063,53.343945,-6.259091,12.674000,0.760823,0.996081,0.999653
16.988195,13.553163,53.343911,-6.247952,17.505321,15.419112,0.892554,0.961415
16.058921,13.148323,53.343930,-6.249333,15.013646,12.883015,0.895387,0.995941
10.814248,9.156135,53.343898,-6.263358,11.220717,7.693368,0.779939,0.996835
15.534768,5.293501,53.344011,-6.260776,17.034154,6.702437,0.840862,0.938723
8.647011,13.247527,53.343929,-6.249333,9.332571,12.883015,0.910856,0.995941
18.744288,9.028501,53.344043,-6.249418,15.055516,8.473502,0.954307,0.844392
12.566009,17.004180,53.343838,-6.249605,13.935261,18.535362,0.801418,0.802610
2.449303,9.611096,53.343899,-6.263365,0.945992,7.693368,0.984832,0.996835
16.789295,2.160876,53.343930,-6.262409,15.983348,2.086716,0.774536,0.935180
16.744451,6.152150,53.343930,-6.262409,15.983348,4.413366,0.774536,0.940133
13.694245,5.224969,53.343858,-6.263021,13.217613,3.878606,0.862369,0.844741
20.269388,14.150869,53.343821,-6.248296,21.412598,12.949055,0.979522,0.950087
9.943304,10.486342,53.343919,-6.262735,10.129152,12.732629,0.839166,0.999169
2.458984,12.175463,53.343920,-6.262760,0.723604,12.732629,0.970023,0.999169
13.685276,9.129659,53.344002,-6.262431,13.491139,8.638922,0.886416,0.695886
2.125436,6.224670,53.343930,-6.262410,2.086716,4.413366,0.935180,0.940133
9.662354,8.501453,53.344007,-6.262431,8.638922,7.893500,0.695886,0.929905
15.298773,15.171294,53.343812,-6.248297,17.171211,12.949055,0.871864,0.950087
17.089010,5.315091,53.344074,-6.259153,19.600181,6.967152,0.938939,0.973556
17.295822,13.793727,53.344076,-6.259152,19.600181,14.530264,0.938939,0.950941
4.861550,8.690021,53.343930,-6.262389,4.413366,8.892811,0.940133,0.834588
11.629200,7.399901,53.344015,-6.262422,11.425933,7.893500,0.954058,0.929905
11.345275,16.995973,53.343846,-6.248296,12.949055,17.546105,0.950087,0.751495
9.524989,7.414754,53.344047,-6.249415,8.473502,8.291777,0.844392,0.923160
8.279193,15.432983,53.343933,-6.262385,8.892811,16.247328,0.834588,0.981054
9.034227,8.906145,53.344004,-6.262434,7.036097,7.893500,0.958143,0.929905
4.235695,10.934579,53.344009,-6.260791,6.702437,11.584227,0.938723,0.969910
10.262201,5.313419,53.344064,-6.248678,9.838670,7.104616,0.899764,0.886964
8.443588,9.122187,53.344077,-6.248636,7.104616,8.545565,0.886964,0.652798
8.790889,12.339385,53.344047,-6.249435,8.291777,11.291335,0.923160,0.965394
8.695305,15.995603,53.344047,-6.249434,8.291777,17.759923,0.923160,0.942502
15.574639,13.204821,53.343990,-6.249089,15.852058,14.307524,0.954544,0.937633
4.245032,11.685715,53.344059,-6.248660,3.367584,8.545565,0.911300,0.652798
14.791697,8.531050,53.344183,-6.248604,11.312072,8.611846,0.944691,0.779356
17.328169,9.717918,53.344212,-6.249506,16.426267,12.451579,0.796707,0.941721
17.219330,6.155710,53.344211,-6.249506,16.426267,5.381001,0.796707,0.957573
12.232485,15.903803,53.344124,-6.262524,12.983345,16.067178,0.864607,0.934476
13.422665,10.882562,53.344011,-6.249086,15.864866,14.307524,0.943730,0.937633
5.589997,14.187931,53.344073,-6.259149,6.967152,14.530264,0.973556,0.950941
22.636710,28.945344,53.344186,-6.259529,12.004504,12.419668,0.925960,0.963682
10.580614,6.769724,53.344209,-6.246685,9.254510,5.259141,0.963048,0.879042
10.419598,13.534656,53.344207,-6.246685,9.254510,16.028443,0.963048,0.990907
12.521156,16.145295,53.344046,-6.249434,11.291335,17.759923,0.965394,0.942502
14.527083,11.661734,53.344259,-6.249307,14.231531,9.582168,0.781398,0.500000
14.572931,19.636049,53.344259,-6.249307,14.231531,18.321756,0.781398,0.991797
5.952604,7.482160,53.344189,-6.248592,5.150025,8.611846,0.667307,0.779356
8.755806,14.617704,53.344134,-6.262514,11.760236,16.067178,0.982950,0.934476
11.962839,18.858361,53.344264,-6.249298,10.152125,18.321756,0.873246,0.991797
8.992474,14.474388,53.344241,-6.250293,8.859695,15.344536,0.681570,0.751313
11.774051,4.374263,53.344281,-6.259275,10.594846,2.489290,0.993478,0.959219
14.008646,10.306614,53.344281,-6.249298,16.700255,10.042402,0.868272,0.963034
6.568297,13.336525,53.344208,-6.246688,5.259141,16.028443,0.879042,0.990907
8.047830,12.563224,53.344233,-6.250294,7.023908,11.975795,0.969934,0.750868
16.599701,19.328844,53.344330,-6.250020,13.854679,19.975267,0.918351,0.995622
9.002396,17.539882,53.344273,-6.249284,10.042402,18.321756,0.963034,0.991797
12.896502,16.720549,53.344117,-6.262530,15.814259,16.067178,0.500000,0.934476
18.644210,6.421030,53.344336,-6.250025,17.004718,5.732408,0.939207,0.976417
18.652716,9.921542,53.344336,-6.250025,17.004718,11.269425,0.939207,0.860347
7.544325,8.228767,53.344311,-6.263426,10.066269,7.545214,0.808305,0.994063
11.667743,9.967914,53.344351,-6.263391,10.352148,8.700223,0.823751,0.761091
16.019128,19.074309,53.344107,-6.263369,16.148571,19.061627,0.865745,0.991500
17.152292,17.601321,53.344121,-6.263354,19.061627,18.972883,0.991500,0.974835
20.328423,11.174987,53.344306,-6.261258,21.810904,11.367329,0.959959,0.973214
15.201226,10.739323,53.344318,-6.259536,16.356075,11.204748,0.867127,0.989268
15.263278,14.218353,53.344318,-6.259537,16.356075,12.419668,0.867127,0.963682
9.177989,4.833737,53.344308,-6.261286,7.640786,3.079357,0.975402,0.777008
19.346807,10.965338,53.344414,-6.261541,16.123935,10.566315,0.876544,0.939832
19.418174,16.793823,53.344414,-6.261542,16.123935,15.808724,0.876544,0.989126
8.752649,10.392172,53.344336,-6.250018,11.563755,11.269425,0.818718,0.860347
7.692415,8.554376,53.344330,-6.262851,8.024968,7.649000,0.962853,0.918114
7.619664,19.283235,53.344330,-6.262851,8.024968,16.950758,0.962853,0.879831
22.455911,10.175944,53.344339,-6.260933,22.056123,9.710416,0.916411,0.500000
8.778529,7.593223,53.344316,-6.263421,10.465338,7.545214,0.953744,0.994063
9.331945,3.517243,53.344346,-6.263385,8.700223,7.545214,0.761091,0.994063
8.412326,19.141178,53.344329,-6.262849,7.649000,16.950758,0.918114,0.879831
11.053872,4.808362,53.344354,-6.260989,13.152925,4.606156,0.974434,0.720997
14.226651,7.283539,53.344415,-6.246803,14.010611,9.361977,0.858253,0.729246
14.657447,7.450030,53.344419,-6.246802,14.010611,5.497291,0.858253,0.980433
12.999929,17.206836,53.344352,-6.260970,9.710416,17.396810,0.500000,0.580902
5.511207,18.346788,53.344331,-6.250035,5.732408,19.975267,0.976417,0.995622
14.634845,11.651086,53.344241,-6.250295,15.344536,11.975795,0.751313,0.750868
12.011108,19.411927,53.344201,-6.262089,13.833523,14.156071,0.815211,0.650811
7.810234,12.321846,53.344341,-6.260401,7.308702,12.714478,0.948163,0.791631
15.133456,15.590341,53.344447,-6.261734,15.020773,15.289163,0.990709,0.941788
6.588728,15.530235,53.344355,-6.260420,7.535741,14.652219,0.904625,0.861839
11.094846,3.106016,53.344396,-6.248370,12.282418,2.709390,0.743818,0.879193
11.526196,9.623908,53.344400,-6.248366,12.282418,9.690211,0.743818,0.978702
10.871325,9.153885,53.344413,-6.261542,10.566315,8.424610,0.939832,0.965856
11.010787,16.734457,53.344414,-6.261541,10.566315,15.808724,0.939832,0.989126
14.488205,5.829789,53.344439,-6.261725,15.289163,4.455701,0.941788,0.965974
15.010315,17.723997,53.344354,-6.260413,14.652219,17.378182,0.861839,0.869815
16.476601,6.464589,53.344399,-6.260411,17.738206,5.713408,0.973765,0.943233
9.371088,16.914303,53.344415,-6.261544,8.424610,15.808724,0.965856,0.989126
10.772882,17.380591,53.344318,-6.259537,11.204748,16.977163,0.989268,0.902854
10.796231,14.262284,53.344318,-6.259537,11.204748,12.419668,0.989268,0.963682
14.544373,12.967943,53.344251,-6.259785,13.940008,12.577606,0.763506,0.873926
14.808412,10.341993,53.344437,-6.259765,14.912711,10.597416,0.930943,0.902705
14.030188,9.015449,53.344405,-6.260119,14.552595,9.182683,0.806406,0.982020
8.778483,7.565737,53.344416,-6.260116,7.695425,9.937225,0.945716,0.961433
5.507785,10.450562,53.344311,-6.261284,2.560280,8.563033,0.922137,0.644086
9.244942,7.917204,53.344449,-6.259802,7.936421,8.218337,0.848824,0.905547
